,X,Species,Water,CNMs,Dimension,Shape,Length,Diameter,Thickness,HD,SSA,Zeta,Medium,RPM,C.,Modification,Dispersant,Duration,LightI,Temperature,LightD,Conc.,N,inhibition,EC50,ROS.relative.to.contral,MDA.relative.to.contral,SOD.relative.to.contral,CAT.relative.to.contral,chlorophyll.relative.to.contral,Fv.Fm.relative.to.contral,title,jourl,year
1146,1016,Chlorella pyrenoidesa,freshwater,graphene,2,sheet,1000,1000,1.5,,624,-24.7,SE,0,62.3,reduced oxide,NIL,96,,25,,100,1.00E+06,77.04,,,,,,,,Mechanistic understanding toward the toxicity of graphene-family materials to freshwater algae,Water Research,2017
1147,1026,Chlorella pyrenoidesa,freshwater,graphene,2,sheet,2000,2000,2.1,,242,-27.3,SE,0,39.1,ox,NIL,96,,25,,150,1.00E+06,78.6,,,,,,,,Mechanistic understanding toward the toxicity of graphene-family materials to freshwater algae,Water Research,2017
1149,1060,Chlorella pyrenoidesa,freshwater,graphene,2,sheet,2000,2000,2.1,,242,-27.3,SE,0,39.1,ox,NIL,96,,25,,200,1.00E+06,84.86,,,,,,,,Mechanistic understanding toward the toxicity of graphene-family materials to freshwater algae,Water Research,2017
1150,1080,Chlorella pyrenoidesa,freshwater,graphene,2,sheet,1000,1000,1.5,,624,-24.7,SE,0,62.3,reduced oxide,NIL,96,,25,,150,1.00E+06,88.83,,,,,,,,Mechanistic understanding toward the toxicity of graphene-family materials to freshwater algae,Water Research,2017
1151,1099,Chlorella pyrenoidesa,freshwater,graphene,2,sheet,1000,1000,1.5,,624,-24.7,SE,0,62.3,reduced oxide,NIL,96,,25,,200,1.00E+06,92.69,,,,,,,,Mechanistic understanding toward the toxicity of graphene-family materials to freshwater algae,Water Research,2017
1153,629,Chlorella pyrenoidesa,freshwater,graphene,2,sheet,1000,1000,1.5,,624,-24.7,SE,0,62.3,reduced oxide,NIL,24,,25,,50,1.00E+06,,,,,,,,,Mechanistic understanding toward the toxicity of graphene-family materials to freshwater algae,Water Research,2017
1154,1034,Chlorella pyrenoidesa,freshwater,graphene,2,sheet,2500,2500,5,,133,-19.6,SE,0,92.2,NIL,NIL,96,,25,,200,1.00E+06,,,,,,,,,Mechanistic understanding toward the toxicity of graphene-family materials to freshwater algae,Water Research,2017
1174,1547,Chlorella pyrenoidesa,freshwater,graphene,2,sheet,2500,2500,5,,133,-19.6,SE,0,92.2,NIL,NIL,96,,25,,,1.00E+06,,62.2,,,,,,,Mechanistic understanding toward the toxicity of graphene-family materials to freshwater algae,Water Research,2017
1175,1548,Chlorella pyrenoidesa,freshwater,graphene,2,sheet,2000,2000,2.1,,242,-27.3,SE,0,39.1,ox,NIL,96,,25,,,1.00E+06,,37.3,,,,,,,Mechanistic understanding toward the toxicity of graphene-family materials to freshwater algae,Water Research,2017
1176,1549,Chlorella pyrenoidesa,freshwater,graphene,2,sheet,1000,1000,1.5,,624,-24.7,SE,0,62.3,reduced oxide,NIL,96,,25,,,1.00E+06,,34,,,,,,,Mechanistic understanding toward the toxicity of graphene-family materials to freshwater algae,Water Research,2017
87,789,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,288,2000,25,12,50,334095.0099,39.76846544,,,212.8160713,81.0272096,,62.25849061,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
92,815,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,216,2000,25,12,50,334095.0099,42.61513984,,,207.1917536,88.46457664,,64.67469366,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
101,690,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,360,2000,25,12,50,334095.0099,29.30807113,,,216.715137,75.45075078,,68.724943,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
104,622,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,360,2000,25,12,20,334095.0099,22.1198841,,,209.0971973,319.5529566,,70.71976832,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
111,693,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,288,2000,25,12,20,334095.0099,29.51080314,,,203.2069044,386.2545085,,71.568818,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
122,686,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,216,2000,25,12,20,334095.0099,29.1068824,,,193.800992,343.7661549,,74.59249166,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
130,918,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,144,2000,25,12,50,334095.0099,59.16722633,,,205.1821793,93.70453519,,75.29435399,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
135,555,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,288,2000,25,12,10,334095.0099,17.0742937,,,168.3311162,237.2873722,,76.63497119,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
141,657,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,216,2000,25,12,10,334095.0099,25.69419534,,,163.7420627,222.692602,,78.49501687,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
157,873,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,72,2000,25,12,50,334095.0099,51.16509886,,,206.0357553,98.77297211,,81.64130161,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
177,588,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,360,2000,25,12,10,334095.0099,18.74677367,,,175.5093005,239.6095904,,85.32766792,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
179,676,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,144,2000,25,12,20,334095.0099,27.76968436,,,186.6395374,273.116684,,85.41191462,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
197,685,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,72,2000,25,12,20,334095.0099,28.80998774,,,180.3726708,252.8257044,,90.44752349,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
218,641,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,144,2000,25,12,10,334095.0099,24.00326448,,,163.2663115,196.1685223,,92.60762425,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
249,595,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,72,2000,25,12,10,334095.0099,19.31295183,,,160.4331529,168.8680572,,97.16091176,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
296,160,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,72,2000,25,12,0,334095.0099,0,,,100,100,,100,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
297,161,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,144,2000,25,12,0,334095.0099,0,,,100,100,,100,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
298,162,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,216,2000,25,12,0,334095.0099,0,,,100,100,,100,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
299,163,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,288,2000,25,12,0,334095.0099,0,,,100,100,,100,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
300,164,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,360,2000,25,12,0,334095.0099,0,,,100,100,,100,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
378,59,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,288,2000,25,12,5,334095.0099,-2.71115745,,,151.6163222,219.4122885,,102.3486902,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
387,38,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,360,2000,25,12,5,334095.0099,-6.607275443,,,159.3491736,224.1556221,,105.2413793,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
389,36,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,216,2000,25,12,5,334095.0099,-7.097791777,,,145.6178552,206.5105386,,106.2962963,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
396,23,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,144,2000,25,12,5,334095.0099,-14.66275659,,,136.8390805,183.0317848,,108.4714549,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
412,1176,Microcystis aeruginosa,freshwater,CNT,1,tube,50000,30,30,333.65,,-30.18,BG11,0,,NIL,NIL,72,2000,25,12,5,334095.0099,,,,129.675046,154.3039843,,112.2857143,,Microcystis aeruginosa's exposure to an antagonism of noplastics and MWCNTs: The disorders in cellular and metabolic processes,Chemosphere,2022
1073,1,Chlamydomos reinhardtii,freshwater,graphene,2,sheet,250,250,0.5,,,-23,SE,0,88.73,ox,NIL,48,,22,12,0.1,1.00E+06,-47.84482759,,,,,,,,Mineralization of Few-Layer Graphene Made It Bioavailable in <i>Chlamydomos reinhardtii</i>,Environmental Science & Technology,2023
1074,2,Chlamydomos reinhardtii,freshwater,graphene,2,sheet,250,250,0.5,,,-23,SE,0,88.73,ox,NIL,12,,22,12,0.1,1.00E+06,-43.63636364,,,,,,,,Mineralization of Few-Layer Graphene Made It Bioavailable in <i>Chlamydomos reinhardtii</i>,Environmental Science & Technology,2023
1075,3,Chlamydomos reinhardtii,freshwater,graphene,2,sheet,250,250,0.5,,,-23,SE,0,88.73,ox,NIL,96,,22,12,0.1,1.00E+06,-43.04068522,,,,,,,,Mineralization of Few-Layer Graphene Made It Bioavailable in <i>Chlamydomos reinhardtii</i>,Environmental Science & Technology,2023
1076,4,Chlamydomos reinhardtii,freshwater,graphene,2,sheet,250,250,0.5,,,-23,SE,0,88.73,ox,NIL,72,,22,12,0.1,1.00E+06,-36.38554217,,,,,,,,Mineralization of Few-Layer Graphene Made It Bioavailable in <i>Chlamydomos reinhardtii</i>,Environmental Science & Technology,2023
1077,5,Chlamydomos reinhardtii,freshwater,graphene,2,sheet,250,250,0.5,,,-23,SE,0,88.73,ox,NIL,24,,22,12,0.05,1.00E+06,-28.20512821,,,,,,,,Mineralization of Few-Layer Graphene Made It Bioavailable in <i>Chlamydomos reinhardtii</i>,Environmental Science & Technology,2023
1078,8,Chlamydomos reinhardtii,freshwater,graphene,2,sheet,250,250,0.5,,,-23,SE,0,88.73,ox,NIL,96,,22,12,0.05,1.00E+06,-22.48394004,,,,,,,,Mineralization of Few-Layer Graphene Made It Bioavailable in <i>Chlamydomos reinhardtii</i>,Environmental Science & Technology,2023
1079,11,Chlamydomos reinhardtii,freshwater,graphene,2,sheet,250,250,0.5,,,-23,SE,0,88.73,ox,NIL,48,,22,12,0.05,1.00E+06,-20.25862069,,,,,,,,Mineralization of Few-Layer Graphene Made It Bioavailable in <i>Chlamydomos reinhardtii</i>,Environmental Science & Technology,2023
1080,15,Chlamydomos reinhardtii,freshwater,graphene,2,sheet,250,250,0.5,,,-23,SE,0,88.73,ox,NIL,72,,22,12,0.05,1.00E+06,-18.79518072,,,,,,,,Mineralization of Few-Layer Graphene Made It Bioavailable in <i>Chlamydomos reinhardtii</i>,Environmental Science & Technology,2023
1081,25,Chlamydomos reinhardtii,freshwater,graphene,2,sheet,250,250,0.5,,,-23,SE,0,88.73,ox,NIL,12,,22,12,0.05,1.00E+06,-11.81818182,,,,,,,,Mineralization of Few-Layer Graphene Made It Bioavailable in <i>Chlamydomos reinhardtii</i>,Environmental Science & Technology,2023
1083,252,Chlamydomos reinhardtii,freshwater,graphene,2,sheet,250,250,0.5,,,-23,SE,0,88.73,ox,NIL,12,,22,12,0,1.00E+06,0,,,,,,,,Mineralization of Few-Layer Graphene Made It Bioavailable in <i>Chlamydomos reinhardtii</i>,Environmental Science & Technology,2023
1084,253,Chlamydomos reinhardtii,freshwater,graphene,2,sheet,250,250,0.5,,,-23,SE,0,88.73,ox,NIL,24,,22,12,0,1.00E+06,0,,,,,,,,Mineralization of Few-Layer Graphene Made It Bioavailable in <i>Chlamydomos reinhardtii</i>,Environmental Science & Technology,2023
1085,254,Chlamydomos reinhardtii,freshwater,graphene,2,sheet,250,250,0.5,,,-23,SE,0,88.73,ox,NIL,48,,22,12,0,1.00E+06,0,,,,,,,,Mineralization of Few-Layer Graphene Made It Bioavailable in <i>Chlamydomos reinhardtii</i>,Environmental Science & Technology,2023
1086,255,Chlamydomos reinhardtii,freshwater,graphene,2,sheet,250,250,0.5,,,-23,SE,0,88.73,ox,NIL,72,,22,12,0,1.00E+06,0,,,,,,,,Mineralization of Few-Layer Graphene Made It Bioavailable in <i>Chlamydomos reinhardtii</i>,Environmental Science & Technology,2023
1087,256,Chlamydomos reinhardtii,freshwater,graphene,2,sheet,250,250,0.5,,,-23,SE,0,88.73,ox,NIL,96,,22,12,0,1.00E+06,0,,,,,,,,Mineralization of Few-Layer Graphene Made It Bioavailable in <i>Chlamydomos reinhardtii</i>,Environmental Science & Technology,2023
1155,1150,Chlamydomos reinhardtii,freshwater,graphene,2,sheet,250,250,0.5,,,-23,SE,0,88.73,ox,NIL,48,,22,12,0.25,1.00E+06,,,,,,,,,Mineralization of Few-Layer Graphene Made It Bioavailable in <i>Chlamydomos reinhardtii</i>,Environmental Science & Technology,2023
1156,1151,Chlamydomos reinhardtii,freshwater,graphene,2,sheet,250,250,0.5,,,-23,SE,0,88.73,ox,NIL,24,,22,12,0.25,1.00E+06,,,,,,,,,Mineralization of Few-Layer Graphene Made It Bioavailable in <i>Chlamydomos reinhardtii</i>,Environmental Science & Technology,2023
1157,1155,Chlamydomos reinhardtii,freshwater,graphene,2,sheet,250,250,0.5,,,-23,SE,0,88.73,ox,NIL,12,,22,12,0.25,1.00E+06,,,,,,,,,Mineralization of Few-Layer Graphene Made It Bioavailable in <i>Chlamydomos reinhardtii</i>,Environmental Science & Technology,2023
1158,1157,Chlamydomos reinhardtii,freshwater,graphene,2,sheet,250,250,0.5,,,-23,SE,0,88.73,ox,NIL,96,,22,12,0.25,1.00E+06,,,,,,,,,Mineralization of Few-Layer Graphene Made It Bioavailable in <i>Chlamydomos reinhardtii</i>,Environmental Science & Technology,2023
1159,1158,Chlamydomos reinhardtii,freshwater,graphene,2,sheet,250,250,0.5,,,-23,SE,0,88.73,ox,NIL,72,,22,12,0.25,1.00E+06,,,,,,,,,Mineralization of Few-Layer Graphene Made It Bioavailable in <i>Chlamydomos reinhardtii</i>,Environmental Science & Technology,2023
1160,1162,Chlamydomos reinhardtii,freshwater,graphene,2,sheet,250,250,0.5,,,-23,SE,0,88.73,ox,NIL,24,,22,12,0.1,1.00E+06,,,,,,,,,Mineralization of Few-Layer Graphene Made It Bioavailable in <i>Chlamydomos reinhardtii</i>,Environmental Science & Technology,2023
774,1432,Nitzschia palea,freshwater,CNT,1,tube,5050,20,20,,270,,BG11,0,,NIL,NOM,48,5500,20,16,,122000,,2.83,,,,,,,"Multi-walled notubes, tural organic matter, and the benthic diatom Nitzschia palea: ""A sticky story''",notoxicology,2015
775,1433,Nitzschia palea,freshwater,CNT,1,tube,5050,20,20,,270,,BG11,0,,NIL,NIL,48,5500,20,16,,122000,,118,,,,,,,"Multi-walled notubes, tural organic matter, and the benthic diatom Nitzschia palea: ""A sticky story''",notoxicology,2015
915,257,Chlorella pyrenoidesa,freshwater,graphene,2,sheet,2000,2000,,,,-28.14905815,SE,,45.3,ox,NIL,72,12009.6,24,14,0,5.00E+05,0,,,,,,,,Photo-transformation of graphene oxide in the presence of co-existing metal ions regulated its toxicity to freshwater algae.,Water research,2020
935,645,Chlorella pyrenoidesa,freshwater,graphene,2,sheet,2000,2000,,,,-28.14905815,SE,,45.3,ox,NIL,72,12009.6,24,14,5,5.00E+05,24.33052793,,,,,,,,Photo-transformation of graphene oxide in the presence of co-existing metal ions regulated its toxicity to freshwater algae.,Water research,2020
940,712,Chlorella pyrenoidesa,freshwater,graphene,2,sheet,2000,2000,,,,-28.14905815,SE,,45.3,ox,NIL,72,12009.6,24,14,10,5.00E+05,31.06350421,,,,,,,,Photo-transformation of graphene oxide in the presence of co-existing metal ions regulated its toxicity to freshwater algae.,Water research,2020
943,782,Chlorella pyrenoidesa,freshwater,graphene,2,sheet,2000,2000,,,,-28.14905815,SE,,45.3,ox,NIL,72,12009.6,24,14,15,5.00E+05,38.94414689,,,,,,,,Photo-transformation of graphene oxide in the presence of co-existing metal ions regulated its toxicity to freshwater algae.,Water research,2020
947,834,Chlorella pyrenoidesa,freshwater,graphene,2,sheet,2000,2000,,,,-28.14905815,SE,,45.3,ox,NIL,72,12009.6,24,14,20,5.00E+05,45.3710788,,,,,,,,Photo-transformation of graphene oxide in the presence of co-existing metal ions regulated its toxicity to freshwater algae.,Water research,2020
951,884,Chlorella pyrenoidesa,freshwater,graphene,2,sheet,2000,2000,,,,-28.14905815,SE,,45.3,ox,NIL,72,12009.6,24,14,30,5.00E+05,52.79265493,,,,,,,,Photo-transformation of graphene oxide in the presence of co-existing metal ions regulated its toxicity to freshwater algae.,Water research,2020
954,923,Chlorella pyrenoidesa,freshwater,graphene,2,sheet,2000,2000,,,,-28.14905815,SE,,45.3,ox,NIL,72,12009.6,24,14,40,5.00E+05,59.60214231,,,,,,,,Photo-transformation of graphene oxide in the presence of co-existing metal ions regulated its toxicity to freshwater algae.,Water research,2020
957,953,Chlorella pyrenoidesa,freshwater,graphene,2,sheet,2000,2000,,,,-28.14905815,SE,,45.3,ox,NIL,72,12009.6,24,14,50,5.00E+05,65.30068859,,,,,,,,Photo-transformation of graphene oxide in the presence of co-existing metal ions regulated its toxicity to freshwater algae.,Water research,2020
